source_id,name,handle,source_url,price,compare_at_price,available,sku,product_type,tags,collections,image_count,image_urls,description
8535542497350,Diamond Jacquard & Diamond Motif Tote Bag Sample Kit | 330 GSM,diamond-jacquard-diamond-motif-tote-bag-sample-kit-330-gsm,https://ecocarry.co/products/diamond-jacquard-diamond-motif-tote-bag-sample-kit-330-gsm,399.00,,True,SK118,Cotton Canvas Tote Bag,Canvas Tote Bag 330 GSM | Sample Kit,All | Canvas Tote Bag 330 GSM | Devloper Collection | Sample Kit,9,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_10PM_1.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_14PM_7.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_12PM_4.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_12PM_3.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_13PM_5.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_14PM_6.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_11PM_2.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_16PM_10.png?v=1788785582 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/ChatGPTImageSep7_2026_05_49_16PM_9.png?v=1788785582,"Explore EcoCarry's premium 13×15 cotton canvas and jute tote bags before placing a bulk order. This sample kit lets you compare two distinctive woven jute base designs, fabric quality, stitching, finishing, and overall presentation in hand. Material 330 GSM Cotton Canvas Upper + Woven Jute Base Size 13 × 15 Inch (W × H) Quantity 2 Tote Bags (1 Piece of Each Design) What's Included 13×15 Diamond Jacquard Cotton Canvas Jute Tote Bag | 330 GSM 13×15 Diamond Motif Cotton Canvas Jute Tote Bag | 330 GSM Key Features Includes 2 premium woven jute base designs for easy comparison. Made with durable 330 GSM cotton canvas upper fabric. 13×15 inch size with strong woven handles and reinforced stitching. Large plain front area suitable for custom branding. Reusable, premium and ideal for eco-friendly brand packaging. Ideal For Bulk Order Planning – Compare both designs before finalizing production. Brand Packaging Selection – Evaluate which woven pattern best suits your brand. Boutiques &amp; Retail – Check presentation, fabric and finishing before ordering in quantity. Corporate &amp; Wellness Gifting – Select a premium reusable packaging option. Quality Evaluation – Inspect fabric, jute texture, handles and stitching in hand."
8524338790470,Twin Elephant Embroidered Hamper Bag,twin-elephant-embroidered-hamper-bag,https://ecocarry.co/products/twin-elephant-embroidered-hamper-bag,148.55,,False,EC277,Hamper Bag,Embroidery Hamper Bags | Hamper Bags,All | Devloper Collection | Embroidery Hamper Bags | Hamper | Hamper Bags | New | New Collection,9,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_1.png?v=1788174639 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_9.png?v=1788174639 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_2.png?v=1788174639 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_4.png?v=1788174638 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_3.png?v=1788174639 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_5.png?v=1788174639 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_6.png?v=1788174638 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_8.png?v=1788174639 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/TwinElephantEmbroideredHamperBag_7.png?v=1788174639,"Add a distinctive handcrafted touch to your gifting with the Twin Elephant Embroidered Hamper Bag . The front combines two colourful traditional elephants, floral elements and a central oval space suitable for personalised branding or names. Material Cotton &amp; juco fabric Design Twin Elephant &amp; Floral Embroidery Size 9 × 6.5 × 4 Inch (W × H × G) Product Features Premium Cotton &amp; Juco Fabric Construction Twin Elephant &amp; Floral Embroidery with Personalisation Space Strong &amp; Comfortable Woven Carry Handles Secure Zipper Closure for Better Protection Structured 4-Inch Side Gusset for Added Capacity Reusable Design for Premium Gifting &amp; Packaging Ideal For 🎁 Gift Hampers – Premium reusable packaging for curated gift sets. 🪔 Festive Gifting – Ideal for Diwali, Rakhi and family celebrations. 💍 Wedding Gifting – Elegant packaging for hampers and return gifts. 💼 Corporate Gifting – Distinctive presentation for premium business gifts. 💄 Beauty &amp; Wellness – Suitable for cosmetics, fragrances and self-care kits."
8524338757702,Mosaic Bloom Embroidered Hamper Bag,mosaic-bloom-embroidered-hamper-bag,https://ecocarry.co/products/mosaic-bloom-embroidered-hamper-bag,133.32,,False,EC276,Hamper Bag,Embroidery Hamper Bags | Hamper Bags,All | Devloper Collection | Embroidery Hamper Bags | Hamper | Hamper Bags | New | New Collection,9,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_1.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_2.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_4.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/a19bc3de-4838-4ff6-9648-03f970315944.png?v=1788175296 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_5.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_8.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_7.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_9.png?v=1788174660 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MosaicBloomEmbroideredHamperBag_6.png?v=1788174660,"Add a distinctive handcrafted touch to your gifting with the Mosaic Bloom Embroidered Hamper Bag . Its full front panel features a colourful geometric floral mosaic, finished with vibrant mustard trim for a festive and premium look. Material Cotton &amp; juco fabric Design Geometric Floral Mosaic Embroidery Size 9 × 6.5 × 4 Inch (W × H × G) Product Features Premium Cotton &amp; Juco Fabric Construction Full-Panel Geometric Floral Mosaic Embroidery Strong &amp; Comfortable Woven Carry Handles Secure Zipper Closure for Better Protection Structured 4-Inch Side Gusset for Added Capacity Reusable Design for Premium Gifting &amp; Packaging Ideal For 🎁 Gift Hampers – Premium reusable packaging for curated gift sets. 🪔 Festive Gifting – Ideal for Diwali, Rakhi and family celebrations. 💍 Wedding Gifting – Elegant packaging for hampers and return gifts. 💼 Corporate Gifting – Distinctive presentation for premium business gifts. 💄 Beauty &amp; Wellness – Suitable for cosmetics, fragrances and self-care kits."
8524338626630,Wildflower Bouquet Bloom Mini Hamper Bag,wildflower-bouqet-bloom-embroidered-hamper-bag,https://ecocarry.co/products/wildflower-bouqet-bloom-embroidered-hamper-bag,133.32,,False,EC274,Hamper Bag,Embroidery Hamper Bags | Hamper Bags,All | Devloper Collection | Embroidery Hamper Bags | Hamper | Hamper Bags | New | New Collection,9,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_7.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_8.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_9.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/e329326e-780d-4216-afa9-bba0c666bac5.png?v=1788175268 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_2.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_3.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_4.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_5.png?v=1788174799 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/WildflowerBouquetBloomMiniHamperBag_6.png?v=1788174799,"Add a distinctive handcrafted touch to your gifting with the Wildflower Bouquet Bloom Mini Hamper Bag . The front features an elegant bouquet of orange blossoms and lavender foliage, complemented by soft sage-green trim. Material Cotton &amp; juco fabric Design Wildflower Bouquet Embroidery Size 9 × 6.5 × 4 Inch (W × H × G) Product Features Premium Cotton &amp; Juco Fabric Construction Detailed Multicolour Wildflower Bouquet Embroidery Strong &amp; Comfortable Woven Carry Handles Secure Zipper Closure for Better Protection Structured 4-Inch Side Gusset for Added Capacity Reusable Design for Premium Gifting &amp; Packaging Ideal For 🎁 Gift Hampers – Premium reusable packaging for curated gift sets. 🪔 Festive Gifting – Ideal for Diwali, Rakhi and family celebrations. 💍 Wedding Gifting – Elegant packaging for hampers and return gifts. 💼 Corporate Gifting – Distinctive presentation for premium business gifts. 💄 Beauty &amp; Wellness – Suitable for cosmetics, fragrances and self-care kits."
8516713152582,Sky Blue Basket Bag | 400 GSM,custom-sky-blue-basket-bag-400-gsm,https://ecocarry.co/products/custom-sky-blue-basket-bag-400-gsm,99.21,,True,,Cotton Canvas Tote Bag,Large Canvas Tote Bag 330 GSM,All | Devloper Collection | Large Canvas Tote Bag 330 GSM,10,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_7_0a8031dd-b6b9-4d63-a0c8-9aa0ea0da6e3.png?v=1787720770 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_6_88d756de-9fea-4ff6-8f8a-eb6d398be6db.png?v=1787720770 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_5_419561b0-307e-4d95-bfb6-7dc18744b74f.png?v=1787720770 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_4_0166b493-8e29-4cd7-bb1d-27c0837f1218.png?v=1787720770 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/skybluebasketbag_9_deb8984e-351d-42e6-a55b-c962522d260c.png?v=1787719379 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/skybluebasketbag_5_a0d41410-6f58-4307-a26c-83b55a62c7e0.png?v=1787719379 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_3_454ef347-b41a-4206-a19d-3e9fda1199dd.png?v=1787720770 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/skybluebasketbag_4_20d9b778-db8b-4105-9579-956be7b032ab.png?v=1787719379 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_1_356f93a5-8be5-4ddb-8f11-07b5e866904a.png?v=1787720770 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightbluebasketbag_2_522b13c7-7a3a-4f5a-983d-597cb97d81d3.png?v=1787720770,"EcoCarry's Custom Sky Blue Basket Bag is crafted from premium 400 GSM cotton with strong sky blue webbing handles. Its structured design and spacious gusset make it ideal for custom branding, corporate gifting, retail packaging, hampers, and promotional use. Material 100% Pure Cotton Canvas Size 10 × 9 × 4 Inch (25.4 × 22.86 × 10.16 cm) Fabric Details 400 GSM Handle Sky Blue Webbing 1&amp;2 Color Screen Print Hand Screen Print - No size Limit Digital Print For Digital Print Maximum size is 5x4 Inch Embroidery 4 Color threads can be use Key Features Premium Heavy-Duty 400 GSM Cotton Fabric Strong &amp; Comfortable Sky Blue Webbing Carry Handle Structured 4-Inch Gusset for Extra Storage Reusable, Durable &amp; Made for Everyday Use Compact Basket-Style Design with Spacious Interior Large Branding Area for Custom Business Logos Ideal For 🎁 Gift Hampers – Perfect for premium hampers and curated gift sets. 🛍️ Boutique &amp; Retail – Reusable branded packaging for products. 💼 Corporate Gifting – Ideal for custom corporate gift kits. 💍 Wedding Gifts – Perfect for branded favours and return gifts. 💄 Beauty Products – Great for cosmetics and skincare sets. 🏪 Brand Merchandise – Custom logo bag for promotions and events."
8516713087046,Light Green Basket Bag | 400 GSM,custom-light-green-basket-bag-400-gsm,https://ecocarry.co/products/custom-light-green-basket-bag-400-gsm,99.21,,True,,Cotton Canvas Tote Bag,Large Canvas Tote Bag 330 GSM,All | Devloper Collection | Large Canvas Tote Bag 330 GSM,10,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_3.png?v=1787720810 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_5.png?v=1787720810 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_4.png?v=1787720809 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_1.png?v=1787720810 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/lightgreenbasketbag_8_857f3709-67fe-4ff1-b9ea-e302f6b4f34b.png?v=1787720816 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/lightgreenbasketbag_4_984e07ea-4d7a-4856-9ba4-1e1f798ed64a.png?v=1787720816 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_6.png?v=1787720810 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/lightgreenbasketbag_2_b7c2aba3-9f0d-4e30-93d2-008992624aff.png?v=1787720816 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_2.png?v=1787720810 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customlightgreenbasketbag_7.png?v=1787720810,"EcoCarry's Custom Light Green Basket Bag is crafted from premium 400 GSM cotton with strong light green webbing handles. Its structured design and spacious gusset make it ideal for custom branding, corporate gifting, retail packaging, hampers, and promotional use. Material 100% Pure Cotton Canvas Size 10 × 9 × 4 Inch (25.4 × 22.86 × 10.16 cm) Fabric Details 400 GSM Handle Light Green Webbing 1&amp;2 Color Screen Print Hand Screen Print - No size Limit Digital Print For Digital Print Maximum size is 5x4 Inch Embroidery 4 Color threads can be use Key Features Premium Heavy-Duty 400 GSM Cotton Fabric Strong &amp; Comfortable Light Green Webbing Carry Handle Structured 4-Inch Gusset for Extra Storage Reusable, Durable &amp; Made for Everyday Use Compact Basket-Style Design with Spacious Interior Large Branding Area for Custom Business Logos Ideal For 🎁 Gift Hampers – Perfect for premium hampers and curated gift sets. 🛍️ Boutique &amp; Retail – Reusable branded packaging for products. 💼 Corporate Gifting – Ideal for custom corporate gift kits. 💍 Wedding Gifts – Perfect for branded favours and return gifts. 💄 Beauty Products – Great for cosmetics and skincare sets. 🏪 Brand Merchandise – Custom logo bag for promotions and events."
8516713021510,Red Basket Bag | 400 GSM,custom-red-basket-bag-400-gsm,https://ecocarry.co/products/custom-red-basket-bag-400-gsm,99.21,,True,,Cotton Canvas Tote Bag,Large Canvas Tote Bag 330 GSM,All | Devloper Collection | Large Canvas Tote Bag 330 GSM,10,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_1.png?v=1787719252 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_3.png?v=1787719252 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_4.png?v=1787719252 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_5.png?v=1787719252 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/redbasketbag400gsm_5_e4f2edbc-f211-41c8-b71f-b3e346ec1a52.png?v=1787718748 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/redbasketbag400gsm_6_18d93a1e-c4fa-47fe-b0fb-ce314d2bc97f.png?v=1787718748 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_2.png?v=1787719252 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/redbasketbag400gsm_8_0d9308d1-972b-4969-bb07-63c0d0066ff7.png?v=1787718748 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_6.png?v=1787719252 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/customredbasketbag_7.png?v=1787719252,"EcoCarry's Custom Red Basket Bag is crafted from premium 400 GSM cotton with strong red webbing handles. Its structured design and spacious gusset make it ideal for custom branding, corporate gifting, retail packaging, hampers, and promotional use. Material 100% Pure Cotton Canvas Size 10 × 9 × 4 Inch (25.4 × 22.86 × 10.16 cm) Fabric Details 400 GSM Handle Red Webbing 1&amp;2 Color Screen Print Hand Screen Print - No size Limit Digital Print For Digital Print Maximum size is 5x4 Inch Embroidery 4 Color threads can be use Key Features Premium Heavy-Duty 400 GSM Cotton Fabric Strong &amp; Comfortable Red Webbing Carry Handle Structured 4-Inch Gusset for Extra Storage Reusable, Durable &amp; Made for Everyday Use Compact Basket-Style Design with Spacious Interior Large Branding Area for Custom Business Logos Ideal For 🎁 Gift Hampers – Perfect for premium hampers and curated gift sets. 🛍️ Boutique &amp; Retail – Reusable branded packaging for products. 💼 Corporate Gifting – Ideal for custom corporate gift kits. 💍 Wedding Gifts – Perfect for branded favours and return gifts. 💄 Beauty Products – Great for cosmetics and skincare sets. 🏪 Brand Merchandise – Custom logo bag for promotions and events."
8516120936518,Mini Embroidered Hamper Bag Sample Kit,mini-embroidered-hamper-bag-sample-kit,https://ecocarry.co/products/mini-embroidered-hamper-bag-sample-kit,299.00,,True,SK117,Hamper Bag,Sample Kit,All | Devloper Collection | Hamper | Hamper Bags | Sample Kit,10,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_1.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_2.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_10.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_5.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_3.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_6.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_4.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_11.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_12.png?v=1787638491 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/MiniEmbrodiaryHamperbag_13.png?v=1787638491,"A curated 3-piece sample kit featuring three embroidered hamper bag designs in different sizes. Designed for customers who want to physically check the fabric, embroidery quality, size, structure, handles, zipper closure and gifting capacity before placing a bulk order. Material Cotton fabric with jute-textured panels Embroidery Detailed multicolour embroidery Handles Rounded woven handles Included Products Royal Elephant Embroidered Hamper Bag | 9 × 6.5 × 4 inches Bouquet Bloom Mini Hamper Bag | 9 × 6.5 × 5 inches Floral Meadow Mini Hamper Bag | 7.5 × 6 × 4 inches Key Features 📦 Includes 3 different Signature Designs of hamper bag. 🌿 Reinforced with 2 mm EVA Foam 📏 Compare sizes before placing bulk orders. 🎨 Perfect for product and packaging trials. ♻️ Reusable and eco-friendly sample kit. Ideal For 🎁 Mini Gift Hampers – Compact bags for curated premium gift sets. 💍 Wedding Return Favors – Elegant reusable packaging for wedding giveaways. 🪔 Festive Gifting – Ideal for Diwali, Rakhi and celebration hampers. 🧴 Beauty &amp; Skincare – Perfect for cosmetics, perfumes and self-care sets. 🍫 Sweets &amp; Dry Fruits – Suitable for chocolates, mithai and dry-fruit gifting.🏢 Corporate Gifting – Premium mini hampers for clients, employees and events."
8516064870470,Embroidered Hamper Bag Sample Kit – 4 Designs & Sizes,embroidered-hamper-bag-sample-kit-4-designs-sizes,https://ecocarry.co/products/embroidered-hamper-bag-sample-kit-4-designs-sizes,499.00,,True,SK116,Hamper Bag,Sample Kit,All | Devloper Collection | Hamper | Hamper Bags | Sample Kit,8,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_10.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_9.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_8.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_1.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_3.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_5.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_7.png?v=1787637546 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Embrodiaryhamperbagsamplekitimages_4.png?v=1787637546,"Explore four signature hamper bags in one sample kit. Compare the fabric, embroidery, size, structure and finish first-hand before selecting the right bag for your bulk order. Included Products Mayura Embroidered Hamper Bag | 15 × 12 × 5 inches Twin Peacock Hamper Bag | 17 × 12 × 5 inches Warli Utsav Hamper Bag | 12 × 12 × 5 inches Tribal Beats Warli Hamper Bag - Green | 12 × 10 × 4 inches Key Features 📦 Includes 4 different Signature Designs of hamper bag. 🌿 Reinforced with 2 mm EVA Foam 📏 Compare sizes before placing bulk orders. 🎨 Perfect for product and packaging trials. ♻️ Reusable and eco-friendly sample kit. Ideal For 🪔 Festive Gifting – Ideal for Diwali, Rakhi and celebration hampers. 🏢 Corporate Gifting – Elegant packaging for clients, employees and events. 🎀 Return Gifts – Reusable bags for weddings, parties and special occasions. 🍫 Luxury Gift Hampers – Perfect for sweets, dry fruits and premium goodies. 🎉 Event Giveaways – Stylish packaging for celebrations, launches and special events."
8516044980294,Basket Bag Sample Kit – 3 Colors | 400 GSM,basket-bag-sample-kit-3-colors-400-gsm,https://ecocarry.co/products/basket-bag-sample-kit-3-colors-400-gsm,299.00,,True,SK115,,Large Canvas Tote Bag 330 GSM | Sample Kit,All | Devloper Collection | Hamper | Hamper Bags | Large Canvas Tote Bag 330 GSM | Sample Kit,7,https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_1.png?v=1787633851 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_2.png?v=1787633851 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_7.png?v=1787633851 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_5.png?v=1787633851 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_6.png?v=1787633851 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_3.png?v=1787633851 | https://cdn.shopify.com/s/files/1/0677/2532/8454/files/Basketbagsamplekit_4.png?v=1787633851,"Experience the quality before ordering in bulk. The EcoCarry Basket Bags Sample Kit includes 3 premium 400 GSM canvas bags in different colours, helping you check the fabric, structure, stitching, colours and overall finish before choosing your bulk packaging. Material 100% Pure Cotton Fabric Details 400 GSM Quality Standard Size 10 × 9 × 4 Inch (W × H × G) Quantity 3 Sample bags (Each of unique colours) Included Colours Yellow Purple Pink Key Features 📦 Includes 3 different color of mini hamper bag. 🌿 Made from 100% pure 330 GSM cotton. 📏 Compare sizes before placing bulk orders. 🎨 Perfect for product and packaging trials. ♻️ Reusable and eco-friendly sample kit. Ideal For 🎁 Gift Hampers – Compact packaging for curated mini gift sets. 💍 Wedding Return Favors – Premium reusable bags for wedding giveaways. 🏢 Corporate Gifting – Suitable for employee, client and event gifts. 🧴 Cosmetics &amp; Skincare – Package beauty products and mini skincare sets. 🍪 Bakery &amp; Treats – Ideal for cookies, chocolates and packaged treats. 🪔 Festive Packaging – Great for Diwali, wedding and celebration gifting."
